pl_name,pl_bmasse,pl_rade,pl_eqt,st_teff,sy_dist
Kepler-1500 b,1.87,1.2,928.0,5845.0,1217.82
Kepler-1522 b,3.64,1.73,1374.0,5706.0,814.125
Kepler-625 b,4.62,1.99,852.0,5789.0,760.708
Kepler-1612 b,1.08,1.03,1030.0,5643.0,764.726
Kepler-1464 b,3.39,1.66,564.0,5828.0,1151.73
Kepler-1464 c,0.972,1.0,1023.0,5828.0,1151.73
Kepler-1504 b,5.18,2.13,485.0,5393.0,2435.94
Kepler-1505 b,0.749,0.93,525.0,5686.0,495.148
Kepler-1523 b,3.12,1.58,1676.0,5708.0,865.596
Kepler-1085 b,41.2,7.22,313.0,6000.0,1364.53
Kepler-1613 b,4.98,2.08,1926.0,6005.0,1508.33
Kepler-1614 b,2.83,1.49,981.0,5121.0,1191.19
Kepler-1468 b,3.64,1.73,1093.0,5893.0,1899.24
Kepler-1507 b,0.52,0.84,630.0,5410.0,320.478
Kepler-1509 b,4.08,1.85,667.0,5780.0,2002.96
Kepler-1086 c,8.96,2.94,211.0,4350.0,466.084
Kepler-1524 b,12.3,3.54,438.0,6179.0,381.773
Kepler-1616 b,1.04,1.02,1337.0,6266.0,1137.81
Kepler-1645 b,3.82,1.78,754.0,5812.0,1202.47
Kepler-741 b,9.11,2.97,1051.0,6129.0,1661.87
Kepler-564 b,19.4,4.63,1129.0,5626.0,863.037
Kepler-594 b,5.39,2.18,678.0,5485.0,769.2
Kepler-154 d,14.1,3.84,657.0,5769.0,915.212
Kepler-642 b,8.75,2.9,1810.0,6570.0,781.582
Kepler-643 b,321.0083,10.16,963.0,4908.0,1063.58
Kepler-726 b,10.7,3.26,543.0,5452.0,762.081
Kepler-1143 c,12.6,3.6,234.0,5053.0,555.189
Kepler-148 d,56.3,8.68,413.0,5172.0,791.163
Kepler-673 b,34.8,6.54,1023.0,5355.0,918.21
Kepler-674 b,3.5,1.69,822.0,4192.0,342.254
Kepler-712 b,11.5,3.41,521.0,5148.0,872.493
Kepler-1628 b,33.8,6.43,240.0,3724.0,352.0
Kepler-1388 e,6.62,2.46,299.0,4098.0,453.795
Kepler-655 b,7.8,2.71,588.0,6170.0,752.562
Kepler-565 b,12.9,3.64,1063.0,5735.0,1041.0
Kepler-676 b,9.48,3.04,396.0,3701.0,295.196
Kepler-675 b,6.53,2.44,1070.0,4945.0,665.68
Kepler-1630 b,5.43,2.19,182.0,4736.0,331.213
Kepler-1482 b,1.01,1.01,678.0,5381.0,567.556
Kepler-587 b,5.6,2.23,764.0,5549.0,787.894
Kepler-657 b,12.2,3.52,616.0,5808.0,1691.88
Kepler-483 b,10.4,3.21,755.0,6346.0,860.355
Kepler-572 b,7.18,2.58,553.0,5212.0,504.667
Kepler-714 b,67.6,9.67,986.0,5995.0,2083.37
Kepler-623 b,9.32,3.01,825.0,5443.0,737.702
Kepler-658 b,3.29,1.63,871.0,4103.0,388.384
Kepler-680 b,6.44,2.42,1147.0,5890.0,1492.48
Kepler-1633 b,3.12,1.58,925.0,6256.0,1114.91
Kepler-605 b,2.67,1.44,1133.0,5462.0,556.58
Kepler-727 b,6.94,2.53,964.0,5441.0,831.842
Kepler-588 b,7.41,2.63,1176.0,5835.0,1209.4
Kepler-589 b,5.77,2.27,656.0,5296.0,612.803
Kepler-573 b,8.2,2.79,646.0,5746.0,771.471
Kepler-596 b,11.8,3.46,725.0,6267.0,1023.85
Kepler-715 b,13.5,3.75,876.0,5871.0,1327.44
Kepler-716 b,8.75,2.9,720.0,5099.0,635.009
Kepler-1185 b,2.33,1.33,355.0,5622.0,459.273
Kepler-660 b,7.13,2.57,649.0,4779.0,568.431
Kepler-496 b,5.99,2.32,747.0,5293.0,605.274
HD 63935 c,11.1,3.06451296,619.59,5513.0,48.9739
Kepler-1636 b,10.5,3.23,248.0,5797.0,1947.54
Kepler-561 b,38.7,6.96,446.0,5646.0,621.378
Kepler-728 b,11.1,3.34,982.0,5660.0,1765.23
Kepler-566 b,5.27,2.15,526.0,5132.0,564.277
Kepler-550 b,17.9,4.42,760.0,5322.0,531.944
Kepler-574 b,6.3,2.39,858.0,5612.0,682.896
Kepler-585 b,8.4,2.83,1178.0,5593.0,585.187
Kepler-611 b,3.36,1.65,1513.0,5761.0,1395.56
Kepler-729 b,12.5,3.58,1273.0,5633.0,1921.15
Kepler-662 b,5.39,2.18,530.0,4897.0,815.637
Kepler-551 b,7.9,2.73,483.0,4286.0,311.175
OGLE-2012-BLG-0724L b,150.0,14.3,,,6700.0
Kepler-1638 b,4.16,1.87,304.0,5710.0,1525.52
Kepler-586 b,8.2,2.79,1365.0,5575.0,693.766
HIP 97166 c,8.0,2.75,642.0,5216.0,65.9501
TOI-1601 b,387.0,14.19902343,1493.97,5982.0,336.608
TOI-1444 b,3.58,1.41792246,2130.02,5460.0,125.463
Kepler-618 b,7.27,2.6,1296.0,5860.0,1221.96
Kepler-601 b,4.27,1.9,833.0,5160.0,414.825
Kepler-645 b,5.06,2.1,1730.0,6170.0,1173.57
Kepler-719 b,54.5,8.52,998.0,5777.0,2497.51
Kepler-612 b,8.45,2.84,1046.0,5693.0,1445.53
Kepler-590 b,15.2,4.02,1056.0,6000.0,1421.81
Kepler-552 b,14.8,3.95,1103.0,5863.0,843.689
Kepler-1454 b,4.19,1.88,492.0,5448.0,780.566
Kepler-460 c,26.1,5.52,389.0,6146.0,1274.01
Kepler-646 b,4.62,1.99,632.0,5634.0,451.794
Kepler-735 b,9.01,2.95,657.0,5107.0,695.059
Kepler-591 b,11.4,3.39,436.0,5677.0,785.137
TOI-1842 b,89.4,12.3485023,1199.55,6039.0,223.465
HIP 97166 b,19.1,2.4801338,701.66,5216.0,65.9501
Kepler-602 b,5.02,2.09,852.0,6062.0,1159.31
Kepler-721 b,7.46,2.64,850.0,5075.0,926.598
Kepler-722 b,7.41,2.63,1182.0,5863.0,1239.5
Kepler-568 b,5.73,2.26,429.0,3768.0,130.645
Kepler-569 b,10.1,3.16,526.0,5616.0,638.301
TOI-1296 b,95.3,14.11645916,1414.84,5567.0,323.265
TOI-1298 b,99.0,9.65807033,1278.0,5752.0,319.036
Kepler-615 b,3.68,1.74,620.0,4655.0,330.0
Kepler-593 b,8.6,2.87,706.0,5967.0,973.76
Kepler-592 b,6.3,2.39,1367.0,5913.0,1153.13
Kepler-709 b,8.85,2.92,613.0,5071.0,664.843
Kepler-1625 b,30.6,6.06,350.0,5677.0,2310.11
Kepler-1642 b,10.3,3.2,895.0,5355.0,413.873
Kepler-1642 c,7.56,2.66,1095.0,5355.0,413.873
Kepler-652 b,6.76,2.49,974.0,5490.0,394.55
Kepler-737 b,4.5,1.96,298.0,3813.0,205.118
Kepler-669 b,20.8,4.83,1243.0,6038.0,2063.41
Kepler-558 b,6.21,2.37,498.0,5242.0,661.876
Kepler-609 b,11.2,3.35,932.0,5971.0,1065.82
Kepler-724 b,10.8,3.29,1155.0,5437.0,853.119
Kepler-1646 b,2.04,1.23,365.0,3299.0,127.591
Kepler-710 b,4.19,1.88,1174.0,5611.0,1448.34
K2-88 b,2.04,1.23,,3537.0,110.561
K2-89 b,0.17,0.615,,3691.0,86.0386
K2-116 b,0.257,0.69,,4348.35,49.3855
K2-102 b,2.24,1.3,,4695.0,188.175
K2-5 b,4.31,1.91,565.0,3930.0,202.943
K2-5 c,5.73,2.26,456.0,3930.0,202.943
K2-91 b,1.37,1.1,,3622.0,62.5785
K2-72 c,1.65,1.16,,3360.47,66.4321
K2-16 b,4.74,2.02,658.0,4742.0,334.967
K2-16 c,6.99,2.54,485.0,4742.0,334.967
Kepler-223 e,4.8,4.6,751.0,5803.0,1859.71
Kepler-223 b,7.4,2.99,1042.0,5803.0,1859.71
Kepler-223 d,8.0,5.24,827.0,5803.0,1859.71
K2-81 b,4.54,1.97,,4674.13,252.318
TOI-1451 b,15.2,2.61143902,723.33,5801.0,91.9362
TOI-2267 d,3.78,1.77,422.0,3022.0,22.55
KMT-2024-BLG-2005L b,50.85254512,8.18,,,7720.0
NGC 2682 YBP 1194 b,101.7056,12.3,,5780.0,872.92
NGC 2682 YBP 1514 b,127.132,14.0,,5725.0,914.221
Kepler-80 d,6.75,1.53,722.0,4540.0,369.451
GJ 1148 b,96.7,11.9,,3287.0,11.0143
K2-90 c,2.24,1.3,,4421.98,134.188
GJ 1148 c,68.06,9.71,,3287.0,11.0143
TOI-1753 b,16.6,2.47852533,1005.43,5621.0,226.671
HD 17674 b,276.5121,13.9,,5904.0,44.4264
HD 42012 b,508.528,13.5,,5405.0,36.7984
TOI-1776 b,1.4,1.21612741,1269.21,5785.0,44.647
OGLE-2012-BLG-0026L b,46.1,7.72,,,4019.0
Kepler-80 c,6.74,2.74,495.0,4540.0,369.451
HD 6061 b,10.0,2.42763557,1075.31,5934.0,67.6203
OGLE-2012-BLG-0026L c,270.0,13.9,,,4019.0
TOI-1443 b,30.0,2.30381001,520.66,5224.0,85.8034
HD 59686 A b,2199.3836,12.7,,4658.0,89.2721
KIC 7917485 b,3750.394,12.4,,7067.0,1382.89
OGLE-2013-BLG-1721L b,200.0,14.1,,,6300.0
HD 34445 c,53.5,8.42,,5836.0,46.0907
TOI-329 b,40.4,4.94057819,1213.02,5614.0,284.388
TOI-2518 b,5.77,2.26838675,1095.0,5751.2,160.825
K2-46 b,4.86,2.05,889.0,6256.0,449.237
K2-42 b,5.27,2.15,,4613.0,396.913
HD 25463 c,4.3,1.36354953,1585.57,6353.0,45.6181
HD 37124 c,207.22516,14.1,,5698.64,31.6634
HD 87646 b,3941.092,12.4,,5770.0,73.58352
HD 34445 g,120.6,13.6,,5836.0,46.0907
Wolf 1061 c,3.41,1.66,,3342.0,4.30592
K2-47 b,4.23,1.89,,5054.0,349.881
K2-48 b,5.65,2.24,,4899.0,313.764
MXB 1658-298 b,7532.571,12.0,,,
K2-290 b,10.9,3.06,1230.0,6302.0,272.909
TOI-1279 b,10.6,2.66146528,759.0,5457.0,107.055
NGC 2682 Sand 978 b,692.8694,13.3,,4200.0,821.918
GJ 3293 b,23.54,5.19,,3466.0,20.1903
K2-50 b,3.15,1.59,,4326.0,257.443
K2-49 b,4.38,1.93,,4175.0,457.125
HD 219134 d,16.17,1.61,410.5,4699.0,6.53127
HD 219134 g,10.80622,3.28,,4913.0,6.53127
HD 15337 b,6.519,1.77,1001.0,5131.0,44.8155
HAT-P-67 b,143.02278315,23.9872187,1903.0,6640.0,371.686
Kepler-1652 b,3.19,1.6,268.0,3638.0,252.0
GJ 3293 c,21.09,4.87,,3466.0,20.1903
K2-58 d,3.57,1.71,,5413.0,181.746
K2-59 c,5.9,2.3,,5055.0,311.313
HD 9174 b,352.7913,13.7,,5577.0,81.4893
K2-63 c,14.5,3.9,,6771.0,517.534
K2-63 b,10.5,3.22,,6771.0,517.534
CoRoT-32 b,47.6745,6.38913,938.0,5970.0,576.683
HD 221585 b,511.7063,13.5,,5620.0,55.8535
Kepler-539 c,762.792,13.3,253.0,5820.0,307.318
K2-64 b,4.94,2.07,,5312.0,499.891
K2-68 b,3.12,1.58,,4746.0,168.652
K2-21 b,4.04,1.84,500.0,4222.06,83.6448
Kepler-1647 b,483.0,11.8739,,6210.0,1212.45
K2-70 b,8.7,2.89,,5622.0,232.964
K2-71 b,5.27,2.15,,4006.0,153.192
K2-118 b,6.99,2.54,,4726.29,321.722
TOI-1669 b,191.0,14.1,,5497.0,111.276
TOI-2379 b,1830.69162432,11.72459381,624.0,3707.0,211.247
TOI-2384 b,624.85064816,11.48920522,889.7,3943.0,191.51
TOI-1011 b,4.04,1.45,1364.0,5475.0,52.62
K2-74 b,5.95,2.31,,6060.0,377.822
K2-75 b,7.61,2.67,,5995.0,561.93
K2-125 b,5.39,2.18,,3654.47,124.156
TOI-2485 b,766.60211768,12.1393261,1134.0,6016.4,397.953
TOI-2420 b,294.62693329,15.02003414,1571.6,5707.0,435.174
K2-83 b,2.08,1.244,,3910.0,125.529
K2-130 b,2.1,1.25,,4356.47,118.011
TOI-421 c,14.1,5.09,635.0,5291.0,74.7969
MOA-2010-BLG-353L b,86.0,11.1,,,6430.0
K2-84 b,6.39,2.41,,5652.0,284.876
K2-84 c,4.78,2.03,,5652.0,284.876
K2-35 b,2.3,1.32,979.0,4402.71,252.596
HD 86950 b,1144.188,13.0,,4805.0,209.839
K2-33 b,1175.971,5.04,850.0,3540.0,139.268
K2-161 b,31.1,6.11721229,,4972.0,916.319
K2-160 b,10.2,3.17824034,,5649.0,315.363
HD 215152 d,770.41605857,,,4935.0,21.5974
TOI-1173 b,27.4,9.19,868.0,5350.0,132.353
BD+60 1417 b,4767.426105,14.68376472,1303.0,4993.0,44.9543
HD 103197 b,28.6047,5.83,,5250.0,57.1463
HD 109246 b,273.3338,13.9,,5844.0,67.8349
OGLE-2016-BLG-1195L b,1.43,1.11,,,3910.0
Kepler-1650 b,0.84,0.96,602.0,3410.0,134.397
HD 183579 b,20.4,3.49,752.0,5784.0,57.2651
Kepler-1654 b,158.915,9.180171,206.0,5597.0,568.117
HD 121504 b,479.9233,13.6,,6027.0,41.6592
TOI-1824 b,16.0,2.7438269,528.67,5165.0,59.4314
BD+03 2562 b,2034.112,12.7,,4095.0,1070.63
K2-186 b,10.2,3.17207779,,5784.0,330.739
K2-190 c,1.34,1.09308317,,5631.0,160.679
TOI-712 c,7.76,2.701,369.9,4622.0,58.6212
K2-231 b,6.8,2.5,,5695.0,321.215
HD 134987 b,511.7063,13.5,,5736.0,26.1804
HD 137388 b,63.566,9.32,,5181.0,40.4841
HD 177565 b,15.1,4.0,,5627.0,16.9179
K2-195 c,7.16,2.57581891,,5712.0,315.014
K2-201 b,2.54,1.40006712,,5507.0,197.932
TOI-2768 b,7.41,2.63,855.0,4008.0,78.4525
TOI-5319 b,8.4,2.83,695.0,3580.0,61.171
OGLE-2017-BLG-1522L b,240.0,14.0,,,7490.0
HD 13931 b,889.9195396,13.2,,5867.0,47.3963
HD 142245 b,975.7381,13.1,,4922.0,97.2305
HIP 65426 b,2860.47,16.8135,1500.0,8840.0,108.875
Ross 128 b,1.4,1.11,301.0,3192.0,3.37454
K2-201 c,10.8,3.28568401,,5507.0,197.932
K2-202 b,5.91,2.30165603,,5491.0,300.397
K2-321 b,4.86,2.05124347,830.0,3750.0,77.6888
GJ 486 b,2.77,1.289,696.3,3317.0,8.07426
HD 142415 b,530.7761,13.5,,5940.0,35.5318
HD 111591 b,1398.452,12.9,,4884.0,114.166
OGLE-2016-BLG-1190L b,4253.0,12.3,,,6770.0
K2-206 b,8.22,2.79522879,,5043.0,244.443
K2-207 b,7.3,2.60585269,,5522.0,363.064
TOI-6651 b,61.0,5.09,1493.0,5940.0,212.128
HD 16141 b,82.6358,10.9,,5757.0,37.7861
HD 162020 b,3127.4472,12.5,650.0,4723.0,30.8248
OGLE-2016-BLG-0613L AB b,1330.0,13.0,,,3410.0
CoRoT-9 b,266.9772,11.948794,420.0,5625.0,412.98
K2-209 b,0.586,0.86850263,,4720.0,76.4986
16 Cyg B b,565.7374,13.5,,5750.0,21.1397
Kepler-80 g,0.065,1.13,418.0,4540.0,369.451
K2-218 b,7.13,2.56948149,,5757.0,394.083
K2-219 b,2.38,1.34762583,,5753.0,325.4
HD 215152 b,565.41673605,,,4935.0,21.5974
K2-219 c,2.66,1.43839723,,5753.0,325.4
K2-219 d,7.16,2.57634456,,5753.0,325.4
GJ 86 b,1404.8086,12.9,,5182.0,10.7836
TOI-6002 b,3.36,1.65,321.4,3229.0,32.0266
GJ 3138 b,1.78,1.18,,3717.0,28.4712
HD 7924 c,1762.67634522,,583.6,5075.0,16.9922
BD-06 1339 c,53.0,8.38,,4324.0,20.2695
HIP 65891 b,1871.37366042,12.8,,5000.0,150.292
K2-227 b,3.41,1.66551298,,5673.0,187.234
K2-80 d,7.04,2.55211506,,5377.0,200.802
K2-260 b,546.66486004,18.41635529,2090.0,6860.0,663.834
K2-261 b,68.96876432,9.26982704,1036.0,5490.0,213.283
TOI-1883 b,27.2,5.65,524.92,3477.0,115.369
GJ 3323 b,2.02,1.23,,3159.0,5.37484
GJ 3138 d,10.5,3.23,,3717.0,28.4712
GJ 3323 c,2.31,1.32,,3159.0,5.37484
TOI-1230.01,10.6,3.23968384,688.61,5696.0,143.138
Kepler-289 c,157.18,11.23,394.0,5990.0,704.438
K2-170 c,3.9,1.8017647,,5748.0,392.872
K2-164 b,10.6,3.24925008,,5791.0,375.67
GJ 273 b,2.89,1.51,,3382.0,5.921535
HD 238914 b,1906.98,12.8,,4769.0,519.452
K2-170 b,2.6,1.41817537,,5748.0,392.872
K2-171 b,7.69,2.68657205,,5250.0,606.128
K2-77 b,603.877,2.4996027,806.0,5160.0,141.731
K2-180 b,11.41003981,2.46597575,797.5,5365.0,203.896
GJ 3293 e,3.28,1.63,,3466.0,20.1903
GJ 3293 d,7.6,2.67,,3466.0,20.1903
TYC 3318-01333-1 b,1086.9786,13.1,,4776.0,490.61
K2-172 b,3.42,1.66608079,,5569.0,249.742
K2-172 c,10.4,3.20569097,,5569.0,249.742
HD 101581 c,0.937,0.99,747.0,4675.0,12.7781
K2-182 b,20.97667486,2.71257333,965.8,5128.0,154.83
K2-97 b,174.48779544,13.45077684,1566.0,4673.0,878.43
K2-148 d,3.33,1.64,,4079.0,124.458
K2-148 b,2.33,1.33,,4079.0,124.458
K2-191 b,3.12,1.57889322,,5176.0,287.188
HD 102117 b,54.0311,8.47,,5655.0,39.5792
Kepler-150 f,12.9,3.64,,5528.0,891.092
K2-98 b,34.00763955,5.06645928,1185.0,6260.0,518.625
K2-114 b,638.83509807,10.59248676,701.4,4899.0,475.758
HD 40307 g,7.1,2.56,255.0,4956.0,12.9363
HIP 57274 b,3359.44626199,,,4510.0,25.8618
K2-179 b,6.86,2.51267885,,5015.0,190.81
HD 102195 b,130.3103,14.2,,5301.0,29.3386
K2-277 b,7.4,2.18575124,1049.0,5680.0,113.123
IRAS 04125+2902 b,80.8,10.73820351,854.0,4080.0,159.244
K2-246 b,12.0,3.49,977.0,5610.0,703.616
HD 240237 b,5050.3187,12.2,,3926.0,933.377
HD 2638 b,133.4886,14.3,,5186.0,54.9621
K2-247 b,5.14,2.12,979.0,4667.0,258.113
HD 290327 b,772.3269,13.3,,5505.0,56.433
HD 31253 b,197.0546,14.1,,6130.0,58.1438
HD 77338 b,15.9,4.12,,5341.0,45.935
K2-249 b,8.2,2.79,1061.0,6504.0,521.716
K2-248 b,7.13,2.57,886.0,5528.0,406.254
K2-251 b,6.12,2.35,437.0,3717.0,147.03
K2-252 b,3.68,1.74,639.0,5152.0,228.839
K2-385 b,2.98,1.539,,4844.0,420.819
GJ 143 b,22.7,2.61,422.0,4640.0,16.32
K2-254 c,5.43,2.19,551.0,4629.0,227.775
HD 5891 b,2425.0429,12.6,,4673.0,283.502
HD 6434 b,155.7367,14.2,,5769.0,42.358
K2-239 c,0.972,1.0,427.0,3420.0,31.0849
K2-257 b,0.498,0.83,789.0,3725.0,64.0065
K2-258 b,9.27,3.0,831.0,6351.0,661.873
IC 4651 9122 b,2002.329,12.7,,4740.1,859.324
K2-240 c,3.89,1.8,389.0,3810.0,72.9105
K2-240 b,4.66,2.0,586.0,3810.0,72.9105
OGLE-2017-BLG-0482L b,9.0,2.95,,,5800.0
Kepler-289 e,17.4,2.94,286.0,5990.0,704.438
HD 75289 b,155.7367,14.2,1260.0,6117.0,29.1158
HD 76700 b,66.7443,9.6,,5644.0,60.8831
K2-381 b,1.26,1.075,,4473.0,145.701
TOI-2285 b,19.5,1.77,358.0,3491.0,42.409
HD 222155 b,581.62598481,13.4,,5701.0,50.6078
OGLE-2014-BLG-1722L c,83.7,11.0,,,6400.0
K2-244 b,3.71,1.75,638.0,5677.0,212.902
K2-158 b,7.46,2.64,794.0,5503.0,197.299
TOI-7041 b,114.41822652,11.43316031,882.37,4700.0,439.52
HD 89307 b,642.01338214,13.4,,5955.0,32.0104
HD 96127 b,6661.7168,12.1,,3943.0,587.659
K2-159 b,5.73,2.26,684.0,5425.0,170.998
HD 1690 b,2793.7257,12.5,,4374.0,752.615
TOI-1803 c,8.0,4.29,588.0,4687.0,119.24
TOI-1803 b,10.32,2.99,747.0,4687.0,119.24
K2-166 b,5.43,2.19,1140.0,5960.0,476.882
HD 171028 b,832.7146,13.2,,5671.0,111.659
HD 17092 b,3219.6179,12.5,,4326.0,228.422
HAT-P-11 b,25.0,4.36,838.0,4653.0,37.7647
HAT-P-11 c,851.78013076,13.2,,4653.0,37.7647
HR 858 c,3.8,1.979,1309.0,6354.0,31.964
K2-224 c,6.39,2.41,764.0,5620.0,275.255
TOI-2328 b,50.85254512,9.97599282,842.0,5525.0,231.782
K2-263 b,15.4,2.513,482.0,5368.0,162.481
K2-381 d,3.5,1.689,,4473.0,145.701
HD 285507 b,311.4734,13.8,,4503.0,45.0293
K2-230 b,4.5,1.96,1529.0,5945.0,540.773
K2-229 c,7.0,2.03,750.0,5315.0,102.564
K2-259 b,5.99,2.32,795.0,6059.0,416.457
HD 192263 b,177.9848,14.2,486.0,4976.0,19.6359
TOI-677 b,392.20025424,13.11450742,1252.0,6295.0,141.812
HD 95127 b,3378.5329,12.4,,4218.0,676.579
HD 216536 b,333.7215,13.8,,4639.0,376.233
HD 210277 b,410.0007,13.6,,5538.0,21.2985
ups And b,218.531,14.0,,6156.77,13.4054
HR 810 b,1970.5361234,12.7,,6167.0,17.3181
K2-241 b,7.04,2.55,507.0,5262.0,149.464
HD 141937 b,8714.85491994,11.9,,5870.0,33.3622
HD 212301 b,162.0933,14.2,,6239.0,54.2304
CoRoT-5 b,148.42,15.558,1438.0,6100.0,882.472
K2-242 b,6.99,2.54,416.0,3459.0,109.237
HD 218566 b,63.566,9.32,,4730.0,28.8274
MOA-2016-BLG-319L b,200.0,14.1,,,6800.0
KMT-2025-BLG-0121L b,2469.52672239,12.6,,,6200.0
TOI-5027 b,642.01338214,10.76062147,1056.0,5909.0,204.429
HD 134060 b,10.1,3.16,,5966.0,24.0125
K2-269 b,3.09,1.57,1429.0,6209.0,360.76
K2-270 c,9.01,2.95,848.0,4877.0,280.518
KOI-3680 b,613.4119,11.09691,347.0,5830.0,921.986
K2-383 b,3.07,1.564,,5129.0,203.788
EPIC 229004835 b,10.4,2.332,804.0,5868.0,121.971
HD 20003 c,14.44,3.89,,5494.0,41.8316
HD 20781 b,1.93,1.21,,5256.0,35.9715
K2-348 c,7.61,2.67,655.0,5077.0,201.856
GJ 3779 b,8.0,2.75,,3324.0,13.743
HD 21693 b,8.23,2.8,,5430.0,33.255
HD 21693 c,17.37,4.34,,5430.0,33.255
K2-123 b,8.05,2.76,338.0,4035.0,161.555
70 Vir b,2380.45,12.6,,5495.0,17.9011
K2-24 b,19.0,5.4,686.0,5625.0,170.562
K2-276 b,13.7,3.77,583.0,5139.0,488.152
HD 108863 b,767.24162,13.3,,4878.0,164.742
K2-286 b,5.06,2.1,347.0,3926.0,76.1486
HD 51608 b,12.77,3.62,,5358.0,35.0553
HD 51608 c,14.31,3.87,,5358.0,35.0553
K2-278 b,9.17,2.98,1711.0,6747.0,786.439
HD 159868 b,704.94694,13.3,,5534.0,55.8503
HD 1502 b,874.0325,13.2,,4947.0,190.953
TOI-6695 b,66.74396547,9.52763359,599.0,6400.0,282.536
HD 20781 e,14.03,3.83,,5256.0,35.9715
HD 45184 c,8.81,2.91,,5869.0,21.9532
PSR J2322-2650 b,252.643067,13.9,,,230.0
HD 163607 c,699.54383,13.3,,5522.0,67.7855
HD 175541 b,190.06234,14.1,,5013.0,129.603
K2-343 c,4.74,2.02,465.0,3804.0,166.169
Kepler-21 b,7.5,1.639,2015.0,6305.0,108.522
HD 73344 b,10.48,2.884,911.0,6252.6,35.26
K2-368 c,2.42,1.361,,4663.0,206.608
K2-195 b,9.96,3.13,720.0,5713.0,315.014
HD 185269 b,321.0083,13.8,,5923.0,51.9917
HD 20781 d,10.61,3.25,,5256.0,35.9715
K2-279 b,1.92,1.21,879.0,5558.0,182.983
HD 200964 b,508.21017,13.5,,4982.0,72.5922
HD 202696 b,634.38868,,,5040.0,188.546
K2-344 b,3.15,1.59,722.0,4374.0,75.1691
MASCARA-4 b,532.36258173,16.98160576,2250.0,7800.0,170.696
KMT-2016-BLG-1107L b,1043.0,13.1,,,6651.0
K2-264 b,5.61,2.231,496.0,3660.0,185.605
K2-379 b,5.4,2.181,,4603.0,182.207
Kepler-730 b,,12.3299,1219.0,5620.0,1935.04
HD 202696 c,592.43512,,,5040.0,188.546
Kepler-730 c,3.09,1.56926,1607.0,5620.0,1935.04
HD 73534 b,353.42696,13.7,,4917.0,83.3321
HD 88133 b,324.1866,13.8,,5392.0,73.6123
K2-270 b,2.48,1.38,1203.0,4877.0,280.518
OGLE-2011-BLG-0173L b,60.0,9.01,,,6100.0
HD 96167 b,227.88411,14.0,,5733.0,85.3006
LHS 1903 e,5.79,1.732,333.0,3664.0,35.6917
KMT-2024-BLG-2087L b,1395.26670673,12.9,,,7190.0
HD 5319 c,334.67499,13.8,,4871.0,121.405
K2-52 b,,18.0,2004.0,7147.0,1038.41
K2-281 b,50.9,8.18,665.0,4812.0,458.139
K2-283 b,12.2,3.52,1186.0,5060.0,402.915
WASP-104 b,404.263,12.745,1516.0,5475.0,185.932
47 UMa b,804.08,13.2,,5872.0,13.7967
HD 75784 c,1792.5612,12.8,,4867.0,85.4321
K2-53 b,7.27,2.6,665.0,5263.0,138.018
K2-343 b,3.36,1.65,653.0,3804.0,166.169
GJ 96 b,19.66,4.67,,3785.0,11.9315
OGLE-2015-BLG-0954L b,1100.0,13.1,,,1200.0
HD 14787 b,356.28743,13.7,,4946.0,119.137
HD 18015 b,1048.8337431,13.1,,5603.0,123.801
K2-90 b,7.27,2.6,502.0,4484.0,134.188
TOI-1201 b,6.28,2.415,703.0,3476.0,37.8871
2MASS J12073346-3932539 b,1652.7077164,15.69257298,1163.0,2825.0,64.308
KMT-2016-BLG-1397L b,2200.0,12.7,,,6600.0
HD 94834 b,400.4658,13.7,,4798.0,98.1609
HD 180053 b,697.31902,13.3,,5131.0,137.043
CoRoT-2 b,1102.82,16.432,1521.0,5625.0,213.283
HD 190360 b,533.95172376,13.5,150.0,5552.0,16.0069
HD 190360 c,25.42627256,5.44,,5552.0,16.0069
HD 154345 b,376.9444907,13.7,,5468.0,18.284
K2-292 b,24.5,2.63,795.0,5725.0,114.293
K2-384 f,5.57,2.222,,3623.0,82.6603
HD 104067 b,62.1,9.2,,4952.0,20.3632
K2-139 b,123.00021,9.11,524.0,5370.0,153.856
EPIC 212424622 b,5.35,2.17,,5782.33,611.804
Kepler-9 c,29.9,8.08,523.0,5774.0,628.257
TOI-2267 c,1.55,1.14,374.0,3030.0,22.55
TOI-178 c,4.64,1.754,873.0,4316.0,62.699
TOI-2431 b,6.2,1.534,2063.0,4109.0,36.0559
TOI-178 e,3.48,2.301,600.0,4316.0,62.699
TOI-5205 b,343.0,11.6,737.0,3430.0,86.4493
TOI-1794 b,8.7,3.29701268,992.91,5631.0,155.791
HIP 8152 b,8.9,2.53625843,794.96,5618.0,101.694
HD 92788 b,1195.0408,13.0,,5744.0,34.6538
KOI-1599.02,9.0,1.9,755.0,5833.0,1131.64
HD 50499 c,931.2419,13.2,,6099.0,46.2845
EPIC 248847494 b,4131.79,12.44199,183.0,4898.0,551.886
GJ 15 A c,36.0,6.67,,3607.0,3.56228
K2-105 b,15.4,3.4,805.0,5373.0,197.989
K2-121 b,51.0,7.16,716.0,4526.0,169.398
DMPP-2 c,51.79,8.26,,6500.0,137.94
EPIC 212737443 b,7.2,2.586,536.0,4684.0,336.25
KMT-2017-BLG-0165L b,34.0,6.45,,,4530.0
K2-384 c,1.82,1.191,,3623.0,82.6603
HD 11506 c,127.1313628,14.0,,6123.0,51.261
